2025-08-22 09:54:33 | INFO     | __main__:<module>:153 | user isaac@entropy.tech logged in
2025-08-22 09:54:34 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-08-22 09:54:39 | INFO     | __main__:<module>:153 | user isaac@entropy.tech logged in
2025-08-22 09:54:39 | INFO     | __main__:<module>:153 | user isaac@entropy.tech logged in
2025-08-22 09:54:39 | INFO     | __main__:<module>:153 | user isaac@entropy.tech logged in
2025-08-22 09:54:40 | INFO     | __main__:<module>:153 | user isaac@entropy.tech logged in
2025-08-22 09:54:40 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-08-22 09:54:40 | INFO     | __main__:<module>:153 | user isaac@entropy.tech logged in
2025-08-22 09:54:40 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-08-22 09:54:41 | INFO     | __main__:<module>:153 | user isaac@entropy.tech logged in
2025-08-22 09:54:41 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-08-22 09:54:47 | INFO     | __main__:<module>:153 | user isaac@entropy.tech logged in
2025-08-22 09:54:48 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-08-22 09:54:49 | INFO     | __main__:<module>:153 | user isaac@entropy.tech logged in
2025-08-22 09:54:50 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-08-22 09:54:50 | INFO     | __main__:<module>:153 | user isaac@entropy.tech logged in
2025-08-22 09:54:50 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-08-22 09:54:50 | INFO     | __main__:<module>:153 | user isaac@entropy.tech logged in
2025-08-22 09:54:51 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-08-22 09:54:51 | INFO     | __main__:<module>:153 | user isaac@entropy.tech logged in
2025-08-22 09:54:51 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-08-22 09:54:52 | INFO     | __main__:<module>:153 | user isaac@entropy.tech logged in
2025-08-22 09:54:52 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-08-22 09:54:53 | INFO     | __main__:<module>:153 | user isaac@entropy.tech logged in
2025-08-22 09:54:53 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-08-22 09:54:53 | INFO     | Murray.main:run_geo_analysis_streamlit_app:1623 | Starting run_geo_analysis_streamlit_app............
2025-08-22 09:54:53 | INFO     | Murray.main:run_geo_analysis_streamlit_app:1632 | Step 1: Generating market correlations.....
2025-08-22 09:54:53 | INFO     | Murray.main:run_geo_analysis_streamlit_app:1637 | Market correlations generated successfully.
2025-08-22 09:54:53 | INFO     | Murray.main:run_geo_analysis_streamlit_app:1640 | Step 2: Finding best groups for control and treatment.....
2025-08-22 09:54:53 | INFO     | Murray.main:BetterGroups:899 | Starting single-cell mode
2025-08-22 09:54:55 | INFO     | Murray.main:BetterGroups:936 | Processed 1/50000 groups
2025-08-22 09:56:11 | INFO     | Murray.main:BetterGroups:936 | Processed 5000/50000 groups
2025-08-22 09:57:26 | INFO     | Murray.main:BetterGroups:936 | Processed 10000/50000 groups
2025-08-22 09:58:40 | INFO     | Murray.main:BetterGroups:936 | Processed 15000/50000 groups
2025-08-22 09:59:50 | INFO     | Murray.main:BetterGroups:936 | Processed 20000/50000 groups
2025-08-22 10:00:54 | INFO     | Murray.main:BetterGroups:936 | Processed 25000/50000 groups
2025-08-22 10:01:49 | INFO     | Murray.main:BetterGroups:936 | Processed 30000/50000 groups
2025-08-22 10:02:34 | INFO     | Murray.main:BetterGroups:936 | Processed 35000/50000 groups
2025-08-22 10:03:11 | INFO     | Murray.main:BetterGroups:936 | Processed 40000/50000 groups
2025-08-22 10:03:37 | INFO     | Murray.main:BetterGroups:936 | Processed 45000/50000 groups
2025-08-22 10:03:56 | INFO     | Murray.main:BetterGroups:936 | Processed 50000/50000 groups
