2025-08-22 08:41:55 | INFO     | __main__:<module>:153 | user isaac@entropy.tech logged in
2025-08-22 08:42:05 | INFO     | __main__:<module>:153 | user isaac@entropy.tech logged in
2025-08-22 08:42:05 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-08-22 08:42:08 | INFO     | __main__:<module>:153 | user isaac@entropy.tech logged in
2025-08-22 08:42:09 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-08-22 08:42:26 | INFO     | __main__:<module>:153 | user isaac@entropy.tech logged in
2025-08-22 08:42:27 | INFO     | __main__:<module>:153 | user isaac@entropy.tech logged in
2025-08-22 08:42:27 | INFO     | __main__:<module>:153 | user isaac@entropy.tech logged in
2025-08-22 08:42:28 | INFO     | __main__:<module>:153 | user isaac@entropy.tech logged in
2025-08-22 08:42:28 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-08-22 08:42:28 | INFO     | __main__:<module>:153 | user isaac@entropy.tech logged in
2025-08-22 08:42:29 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-08-22 08:42:29 | INFO     | __main__:<module>:153 | user isaac@entropy.tech logged in
2025-08-22 08:42:29 | INFO     | __main__:<module>:153 | user isaac@entropy.tech logged in
2025-08-22 08:42:29 | INFO     | __main__:<module>:153 | user isaac@entropy.tech logged in
2025-08-22 08:42:30 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-08-22 08:42:30 | INFO     | __main__:<module>:153 | user isaac@entropy.tech logged in
2025-08-22 08:42:30 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-08-22 08:42:31 | INFO     | __main__:<module>:153 | user isaac@entropy.tech logged in
2025-08-22 08:42:32 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-08-22 08:42:35 | INFO     | __main__:<module>:153 | user isaac@entropy.tech logged in
2025-08-22 08:42:35 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-08-22 08:42:35 | INFO     | __main__:<module>:153 | user isaac@entropy.tech logged in
2025-08-22 08:42:35 | INFO     | __main__:<module>:153 | user isaac@entropy.tech logged in
2025-08-22 08:42:36 | INFO     | __main__:<module>:153 | user isaac@entropy.tech logged in
2025-08-22 08:42:36 | INFO     | __main__:<module>:153 | user isaac@entropy.tech logged in
