2025-08-19 08:57:23 | INFO     | __main__:<module>:153 | user isaac@entropy.tech logged in
2025-08-19 08:57:23 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-08-19 08:57:25 | INFO     | __main__:<module>:153 | user isaac@entropy.tech logged in
2025-08-19 08:57:26 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-08-19 08:57:27 | INFO     | __main__:<module>:153 | user isaac@entropy.tech logged in
2025-08-19 08:57:27 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-08-19 08:57:27 | INFO     | __main__:<module>:153 | user isaac@entropy.tech logged in
2025-08-19 08:57:27 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-08-19 08:57:27 | INFO     | Murray.main:run_geo_analysis_streamlit_app:1980 | Starting run_geo_analysis_streamlit_app............
2025-08-19 08:57:27 | INFO     | Murray.main:run_geo_analysis_streamlit_app:1989 | Step 1: Generating market correlations.....
2025-08-19 08:57:27 | INFO     | Murray.main:run_geo_analysis_streamlit_app:1994 | Market correlations generated successfully.
2025-08-19 08:57:27 | INFO     | Murray.main:run_geo_analysis_streamlit_app:1997 | Step 2: Finding best groups for control and treatment.....
2025-08-19 08:57:27 | INFO     | Murray.main:BetterGroups:1256 | Starting single-cell mode
2025-08-19 08:57:30 | INFO     | Murray.main:BetterGroups:1293 | Processed 1/30000 groups
2025-08-19 09:09:53 | INFO     | Murray.main:BetterGroups:1293 | Processed 3000/30000 groups
2025-08-19 09:23:11 | INFO     | Murray.main:BetterGroups:1293 | Processed 6000/30000 groups
2025-08-19 09:34:32 | INFO     | Murray.main:BetterGroups:1293 | Processed 9000/30000 groups
2025-08-19 09:45:29 | INFO     | Murray.main:BetterGroups:1293 | Processed 12000/30000 groups
